attrition,age,travel,department,distance,gender,job_satisf,marital,num_comp,total_exp,yrs_in comp,yrs_in_curr_role,yrs_since_prom,yrs_with_curr_mgr
No,24,Travel_Rarely,Research & Development,17,Male,2,Married,1,1,1,0,0,0
No,25,Travel_Rarely,Sales,13,Male,3,Married,1,7,7,4,0,6
Yes,24,Travel_Frequently,Research & Development,7,Female,3,Married,1,6,6,3,1,2
Yes,30,Travel_Frequently,Sales,12,Male,1,Married,1,1,1,0,0,0
No,34,Travel_Rarely,Research & Development,1,Male,4,Married,1,6,6,5,1,3
Yes,31,Travel_Rarely,Sales,13,Male,1,Divorced,2,9,3,1,1,2
No,35,Travel_Rarely,Research & Development,25,Male,4,Single,4,9,3,2,0,2
No,27,Travel_Rarely,Research & Development,6,Female,3,Divorced,0,6,5,3,0,3
No,37,Travel_Rarely,Sales,2,Male,3,Married,4,17,3,0,1,0
No,20,Travel_Rarely,Research & Development,1,Female,2,Single,1,1,1,0,0,0
No,42,Travel_Rarely,Research & Development,2,Female,4,Married,1,10,10,2,2,2
No,43,Travel_Rarely,Research & Development,6,Male,4,Divorced,4,21,1,0,0,0
No,38,Travel_Rarely,Research & Development,1,Female,1,Single,3,8,0,0,0,0
No,43,Travel_Frequently,Research & Development,9,Male,3,Divorced,3,10,8,7,4,7
No,48,Travel_Rarely,Research & Development,1,Female,1,Married,7,21,3,2,0,2
No,44,Travel_Rarely,Human Resources,1,Female,3,Single,4,10,2,2,0,2
Yes,27,Travel_Rarely,Sales,2,Male,1,Divorced,0,5,4,3,0,2
No,21,Travel_Rarely,Sales,22,Male,3,Single,1,3,3,2,1,2
No,44,Travel_Rarely,Research & Development,3,Male,4,Married,4,26,2,2,0,1
No,22,Travel_Rarely,Research & Development,6,Male,3,Married,0,3,2,2,2,2
No,33,Travel_Rarely,Sales,8,Male,3,Divorced,0,6,5,0,1,2
No,32,Travel_Rarely,Research & Development,9,Female,4,Married,1,6,6,4,0,5
No,30,Travel_Frequently,Research & Development,3,Female,3,Divorced,1,1,1,0,0,0
No,34,Travel_Rarely,Research & Development,1,Male,4,Married,1,10,10,9,8,8
No,26,Travel_Rarely,Research & Development,6,Female,4,Married,1,3,3,2,0,2
No,35,Travel_Rarely,Research & Development,6,Male,4,Single,1,17,17,11,11,8
No,33,Travel_Frequently,Research & Development,6,Male,4,Divorced,3,15,13,11,4,7
No,27,Travel_Rarely,Research & Development,3,Male,4,Single,0,5,4,2,1,1
Yes,20,Travel_Rarely,Research & Development,10,Male,3,Single,1,1,1,0,1,1
Yes,33,Travel_Frequently,Research & Development,3,Male,1,Single,1,10,10,8,9,7
No,23,Travel_Rarely,Research & Development,4,Male,1,Married,2,5,3,2,0,2
No,25,Travel_Rarely,Sales,8,Male,2,Married,0,4,3,2,1,2
No,38,Travel_Rarely,Sales,7,Female,4,Single,0,8,7,7,0,5
No,29,Travel_Frequently,Research & Development,1,Male,4,Divorced,1,10,10,7,2,8
No,48,Travel_Rarely,Sales,2,Male,2,Married,3,12,2,2,2,2
No,37,Travel_Rarely,Research & Development,10,Male,4,Single,3,4,1,0,0,0
No,50,Travel_Rarely,Research & Development,28,Male,3,Married,1,20,20,8,3,8
No,34,Travel_Rarely,Research & Development,9,Female,2,Single,1,9,8,7,7,7
No,39,Travel_Rarely,Research & Development,2,Female,3,Single,1,20,20,7,11,10
No,32,Travel_Rarely,Sales,10,Male,4,Single,1,10,10,7,0,8
Yes,50,Travel_Frequently,Sales,8,Male,3,Married,3,18,4,3,1,3
No,38,Travel_Rarely,Research & Development,1,Female,4,Single,0,10,9,7,1,8
No,40,Travel_Frequently,Sales,5,Male,1,Married,5,20,18,13,1,12
No,53,Travel_Rarely,Research & Development,7,Male,3,Married,3,32,5,1,1,3
No,41,Travel_Rarely,Human Resources,10,Male,4,Divorced,3,23,21,6,12,6
No,60,Travel_Rarely,Sales,16,Male,1,Single,8,10,2,2,2,2
No,41,Travel_Rarely,Human Resources,1,Male,3,Married,1,22,22,7,2,10
Yes,28,Travel_Rarely,Research & Development,1,Female,2,Single,7,10,7,7,3,7
No,36,Non-Travel,Research & Development,8,Female,1,Married,9,10,8,7,0,5
No,38,Travel_Rarely,Research & Development,1,Female,3,Single,4,10,1,0,0,0
No,44,Non-Travel,Research & Development,24,Male,3,Single,2,9,5,2,1,4
No,47,Travel_Frequently,Sales,3,Female,3,Divorced,9,28,22,2,11,13
No,29,Travel_Rarely,Sales,10,Male,3,Single,1,1,1,0,0,0
No,43,Travel_Frequently,Sales,15,Male,4,Married,3,7,2,2,2,2
No,23,Travel_Rarely,Research & Development,9,Male,1,Married,1,5,4,3,0,2
No,39,Travel_Rarely,Human Resources,3,Female,2,Married,9,12,8,3,3,6
No,40,Travel_Rarely,Research & Development,2,Female,4,Single,0,5,4,2,2,3
No,27,Travel_Rarely,Research & Development,7,Female,1,Single,8,9,7,6,0,7
No,29,Travel_Rarely,Sales,10,Male,2,Divorced,1,2,2,2,2,2
No,38,Travel_Rarely,Research & Development,2,Male,3,Married,6,6,1,0,0,1
No,34,Travel_Rarely,Research & Development,8,Female,1,Divorced,3,7,0,0,0,0
No,52,Travel_Rarely,Sales,3,Male,1,Married,1,34,34,6,1,16
No,45,Travel_Rarely,Sales,2,Male,3,Single,0,9,8,7,3,1
No,23,Travel_Rarely,Research & Development,10,Male,3,Single,1,2,2,2,0,2
No,34,Travel_Rarely,Sales,2,Male,4,Single,1,6,6,5,1,4
No,36,Non-Travel,Sales,8,Male,1,Single,1,10,10,7,0,9
No,52,Non-Travel,Research & Development,19,Male,4,Married,0,5,4,3,1,2
Yes,26,Travel_Rarely,Sales,8,Male,1,Single,6,6,4,3,1,2
No,34,Travel_Rarely,Research & Development,1,Female,4,Single,2,10,4,2,1,3
No,54,Travel_Rarely,Research & Development,19,Female,1,Divorced,9,9,5,3,1,4
No,27,Travel_Frequently,Sales,8,Male,4,Married,0,5,4,2,1,1
No,37,Travel_Rarely,Research & Development,10,Female,1,Divorced,0,6,5,3,4,3
No,35,Travel_Rarely,Sales,8,Female,4,Married,1,3,3,2,0,2
No,40,Travel_Frequently,Research & Development,2,Female,2,Married,1,8,8,7,3,7
No,34,Travel_Rarely,Sales,8,Female,1,Married,5,6,3,2,1,2
No,42,Travel_Frequently,Research & Development,8,Male,4,Divorced,1,24,24,7,14,9
Yes,23,Travel_Rarely,Research & Development,6,Male,1,Married,1,1,0,0,0,0
No,24,Non-Travel,Research & Development,9,Male,2,Divorced,1,1,1,0,0,0
No,52,Travel_Rarely,Research & Development,11,Female,3,Married,8,9,5,2,1,4
No,33,Travel_Rarely,Research & Development,7,Male,3,Married,0,14,13,9,3,7
No,47,Travel_Rarely,Research & Development,2,Female,4,Married,1,26,26,14,3,0
No,36,Travel_Rarely,Research & Development,1,Female,2,Married,0,10,9,7,0,5
No,29,Travel_Rarely,Research & Development,23,Male,3,Married,1,10,10,7,0,7
Yes,58,Travel_Rarely,Research & Development,2,Male,2,Single,7,40,31,15,13,8
No,35,Travel_Rarely,Research & Development,1,Female,3,Single,3,7,2,2,2,2
No,42,Travel_Rarely,Research & Development,1,Female,4,Married,9,8,4,3,0,2
Yes,28,Travel_Rarely,Research & Development,2,Male,3,Single,6,5,2,2,2,1
No,36,Travel_Rarely,Human Resources,13,Male,2,Married,4,8,5,2,0,4
No,32,Travel_Rarely,Research & Development,4,Female,3,Married,1,14,14,13,6,8
No,42,Travel_Rarely,Research & Development,29,Male,2,Married,1,10,9,8,7,8
No,38,Travel_Frequently,Research & Development,12,Male,1,Divorced,2,13,4,3,1,2
No,34,Travel_Frequently,Research & Development,16,Female,4,Single,1,6,5,2,1,3
Yes,49,Travel_Rarely,Sales,11,Female,4,Married,1,9,9,8,7,7
Yes,55,Travel_Rarely,Sales,2,Male,4,Single,4,12,9,7,7,3
No,35,Travel_Rarely,Research & Development,7,Male,3,Single,3,17,8,5,1,6
No,34,Travel_Rarely,Human Resources,3,Male,4,Married,0,4,3,2,0,2
Yes,26,Travel_Frequently,Research & Development,5,Female,3,Married,1,8,8,7,1,7
No,27,Non-Travel,Research & Development,3,Male,4,Married,1,0,0,0,0,0
No,33,Travel_Rarely,Sales,1,Male,1,Divorced,1,9,9,8,0,8
No,35,Travel_Rarely,Research & Development,27,Female,1,Single,1,6,6,5,1,1
No,36,Travel_Rarely,Sales,1,Male,4,Married,1,18,18,14,4,11
No,32,Travel_Rarely,Sales,13,Male,4,Divorced,2,8,5,2,0,3
No,53,Travel_Rarely,Sales,7,Female,4,Married,7,35,5,2,0,4
No,45,Travel_Rarely,Sales,9,Male,1,Divorced,4,18,5,4,0,2
No,32,Travel_Rarely,Research & Development,8,Female,3,Married,5,9,5,3,1,3
No,37,Travel_Rarely,Sales,16,Male,3,Divorced,4,9,1,0,0,0
No,22,Travel_Rarely,Research & Development,1,Male,4,Married,6,4,2,2,2,2
No,42,Travel_Frequently,Research & Development,2,Male,4,Single,5,8,2,1,2,2
No,35,Travel_Rarely,Research & Development,9,Female,3,Married,1,17,17,14,5,15
No,49,Travel_Rarely,Research & Development,1,Female,1,Married,2,7,4,2,0,2
No,32,Travel_Frequently,Sales,5,Male,2,Married,1,10,10,8,5,3
No,38,Travel_Rarely,Sales,9,Male,2,Married,0,3,2,2,1,2
No,42,Travel_Rarely,Research & Development,3,Female,4,Married,2,17,5,3,1,3
No,53,Travel_Rarely,Sales,8,Male,4,Married,5,28,2,0,2,2
No,35,Travel_Rarely,Research & Development,25,Male,2,Married,3,16,13,10,4,8
No,53,Travel_Rarely,Research & Development,23,Female,4,Single,6,33,12,9,3,8
No,47,Travel_Rarely,Sales,2,Female,4,Married,0,8,7,6,7,7
No,50,Non-Travel,Research & Development,2,Male,1,Divorced,1,31,31,6,14,7
No,39,Travel_Rarely,Human Resources,2,Female,4,Married,8,13,5,4,0,4
No,33,Travel_Rarely,Human Resources,3,Male,2,Divorced,3,7,4,3,0,3
Yes,32,Travel_Rarely,Research & Development,25,Male,4,Single,1,1,1,0,0,1
No,29,Travel_Rarely,Research & Development,7,Female,4,Divorced,6,8,4,3,0,3
No,44,Travel_Rarely,Research & Development,9,Male,1,Married,1,8,8,7,7,1
No,28,Travel_Rarely,Sales,5,Male,4,Single,1,4,4,2,0,2
Yes,58,Travel_Frequently,Research & Development,2,Male,4,Divorced,9,3,1,0,0,0
Yes,21,Travel_Rarely,Research & Development,18,Female,4,Single,1,1,1,0,0,0
No,36,Travel_Rarely,Research & Development,14,Male,4,Married,0,17,16,8,4,11
Yes,41,Travel_Rarely,Research & Development,2,Female,4,Divorced,4,10,7,7,1,0
No,28,Travel_Rarely,Research & Development,9,Female,3,Divorced,5,6,2,2,2,2
Yes,39,Travel_Rarely,Research & Development,6,Male,1,Married,7,8,2,2,2,2
No,27,Travel_Rarely,Research & Development,4,Female,3,Single,1,1,1,1,0,0
No,42,Travel_Rarely,Sales,14,Female,3,Single,7,10,5,4,0,3
No,58,Travel_Rarely,Research & Development,5,Female,2,Divorced,2,24,6,0,0,4
No,31,Travel_Rarely,Sales,7,Male,3,Married,3,13,7,7,5,2
No,35,Travel_Rarely,Research & Development,21,Female,4,Married,1,10,10,6,0,7
No,49,Travel_Rarely,Research & Development,8,Female,2,Married,4,29,26,9,1,7
No,38,Travel_Rarely,Research & Development,1,Female,1,Married,1,15,15,12,5,11
No,32,Non-Travel,Research & Development,1,Female,2,Married,6,5,3,0,0,2
Yes,25,Travel_Rarely,Sales,19,Male,2,Married,1,1,1,0,0,0
No,40,Travel_Rarely,Sales,10,Male,2,Divorced,2,11,1,0,0,0
No,26,Travel_Frequently,Sales,1,Male,1,Single,1,7,7,7,0,7
No,41,Travel_Rarely,Research & Development,6,Male,1,Single,2,20,18,13,2,17
Yes,19,Travel_Rarely,Sales,21,Male,2,Single,1,1,1,0,0,0
Yes,20,Travel_Rarely,Research & Development,4,Male,1,Single,1,1,1,0,0,0
No,31,Travel_Rarely,Research & Development,12,Female,4,Married,0,10,9,7,8,5
No,40,Travel_Frequently,Research & Development,9,Male,2,Divorced,8,3,1,1,0,0
No,32,Travel_Rarely,Research & Development,3,Female,1,Married,1,8,8,7,6,3
No,33,Travel_Rarely,Research & Development,1,Female,4,Single,0,6,5,0,1,4
Yes,37,Travel_Rarely,Sales,1,Male,3,Married,5,17,14,1,11,7
No,45,Non-Travel,Research & Development,4,Male,2,Married,1,9,9,7,0,8
No,35,Travel_Rarely,Sales,18,Female,3,Married,1,5,5,2,1,0
No,53,Travel_Rarely,Sales,2,Male,3,Divorced,6,22,17,13,15,2
No,38,Non-Travel,Sales,10,Female,4,Single,1,6,5,3,1,3
No,35,Travel_Rarely,Sales,3,Male,4,Divorced,6,12,10,9,0,8
No,39,Travel_Rarely,Sales,2,Male,3,Single,0,9,8,7,0,7
No,47,Travel_Frequently,Research & Development,16,Male,3,Divorced,1,20,19,10,2,7
No,36,Non-Travel,Sales,8,Male,4,Divorced,4,12,7,7,0,7
No,33,Travel_Rarely,Research & Development,13,Female,4,Single,3,5,3,2,0,2
No,45,Travel_Rarely,Research & Development,1,Female,4,Divorced,3,8,5,3,0,2
No,33,Travel_Frequently,Research & Development,1,Female,2,Married,1,6,6,5,1,2
No,41,Travel_Frequently,Research & Development,9,Male,3,Divorced,2,21,18,16,0,11
No,45,Non-Travel,Research & Development,23,Male,1,Married,1,9,9,8,0,8
Yes,30,Travel_Rarely,Research & Development,22,Female,3,Married,4,7,5,2,0,1
No,38,Travel_Frequently,Research & Development,10,Male,3,Married,0,3,2,1,0,2
No,24,Travel_Rarely,Research & Development,17,Female,3,Divorced,1,5,4,2,3,2
No,31,Travel_Frequently,Research & Development,1,Female,1,Married,1,4,4,3,0,3
No,54,Travel_Rarely,Research & Development,17,Female,3,Married,8,22,10,7,0,8
No,26,Travel_Rarely,Research & Development,2,Male,4,Married,1,8,8,7,1,3
No,22,Travel_Rarely,Research & Development,8,Male,1,Married,1,4,4,3,1,1
No,48,Travel_Rarely,Research & Development,6,Male,3,Single,2,19,2,2,2,2
No,48,Travel_Rarely,Research & Development,4,Male,3,Single,7,27,15,11,4,8
No,39,Travel_Rarely,Research & Development,1,Female,4,Married,1,21,21,6,11,8
No,27,Travel_Rarely,Research & Development,2,Female,4,Married,0,4,3,2,2,2
No,42,Travel_Rarely,Sales,5,Male,3,Married,6,21,1,0,0,0
No,50,Travel_Rarely,Research & Development,9,Male,4,Married,4,8,1,0,0,0
Yes,37,Travel_Rarely,Research & Development,11,Female,2,Married,5,15,1,0,0,0
No,55,Travel_Frequently,Research & Development,18,Male,2,Married,3,17,8,7,6,7
No,38,Travel_Rarely,Sales,3,Male,4,Single,8,19,1,0,0,0
Yes,26,Non-Travel,Sales,29,Male,1,Single,8,7,2,2,2,2
Yes,52,Travel_Rarely,Sales,2,Female,4,Married,1,33,32,14,6,9
No,44,Travel_Rarely,Sales,28,Female,4,Married,3,23,12,11,11,11
No,33,Non-Travel,Sales,8,Female,4,Single,0,3,2,2,2,2
No,32,Non-Travel,Research & Development,29,Female,3,Single,9,10,8,7,7,7
No,34,Travel_Rarely,Sales,1,Male,4,Divorced,0,16,15,1,0,9
No,59,Travel_Rarely,Sales,1,Male,4,Married,3,14,6,4,0,4
Yes,36,Travel_Rarely,Research & Development,15,Male,3,Divorced,7,9,1,0,0,0
No,34,Travel_Rarely,Sales,10,Female,3,Married,1,1,1,1,0,0
No,28,Travel_Rarely,Sales,10,Male,2,Married,1,1,1,0,0,0
No,38,Travel_Frequently,Research & Development,3,Male,3,Married,3,8,2,2,2,2
No,50,Travel_Rarely,Research & Development,2,Male,3,Married,2,29,8,1,7,7
No,40,Travel_Rarely,Sales,26,Male,1,Married,1,8,7,7,7,5
No,26,Travel_Frequently,Research & Development,1,Female,3,Divorced,1,5,5,3,1,3
No,46,Travel_Rarely,Research & Development,1,Male,4,Divorced,9,23,2,2,2,2
No,36,Travel_Rarely,Research & Development,12,Female,4,Single,0,15,14,8,7,8
No,43,Travel_Rarely,Sales,25,Male,4,Divorced,5,18,1,0,0,0
Yes,20,Travel_Frequently,Sales,9,Female,4,Single,1,2,2,2,0,2
No,46,Travel_Rarely,Research & Development,8,Female,1,Divorced,8,19,16,13,1,7
Yes,51,Travel_Rarely,Research & Development,4,Male,3,Married,9,18,10,0,2,7
Yes,28,Non-Travel,Research & Development,24,Male,1,Single,1,10,10,7,1,9
No,30,Travel_Rarely,Research & Development,20,Male,1,Married,0,7,6,2,0,2
No,38,Travel_Rarely,Research & Development,17,Female,3,Married,0,20,19,9,1,9
No,40,Travel_Rarely,Research & Development,20,Male,4,Married,4,14,11,10,11,1
No,27,Non-Travel,Research & Development,8,Male,3,Married,1,3,3,2,1,2
No,55,Travel_Frequently,Research & Development,2,Male,2,Married,3,23,3,2,1,2
No,28,Travel_Rarely,Research & Development,10,Female,3,Single,3,10,8,7,1,7
Yes,44,Travel_Rarely,Human Resources,1,Male,1,Married,9,24,20,6,3,6
Yes,35,Travel_Rarely,Sales,4,Male,1,Single,0,9,8,7,4,7
Yes,33,Travel_Frequently,Research & Development,29,Female,3,Single,1,14,13,7,3,8
No,34,Travel_Frequently,Research & Development,3,Male,4,Single,0,7,6,2,0,4
No,37,Travel_Rarely,Sales,10,Female,4,Divorced,2,8,1,0,0,0
Yes,26,Travel_Rarely,Research & Development,21,Male,3,Divorced,1,1,1,1,0,0
Yes,28,Travel_Frequently,Research & Development,1,Male,2,Divorced,1,1,1,0,0,0
No,33,Travel_Frequently,Sales,7,Female,2,Married,0,4,3,2,0,2
No,48,Non-Travel,Research & Development,1,Male,4,Single,2,27,5,4,2,1
No,52,Travel_Rarely,Research & Development,7,Male,2,Single,7,18,8,6,4,0
No,38,Travel_Rarely,Sales,10,Male,3,Divorced,0,9,8,7,2,7
No,29,Travel_Rarely,Research & Development,28,Female,4,Divorced,4,11,7,5,1,7
No,28,Travel_Rarely,Research & Development,3,Female,2,Divorced,0,10,9,7,1,7
No,46,Travel_Rarely,Sales,3,Male,3,Married,3,23,12,9,4,9
No,38,Travel_Rarely,Sales,2,Male,2,Single,7,10,1,0,0,0
Yes,39,Travel_Frequently,Research & Development,2,Male,4,Divorced,7,21,18,7,11,5
No,39,Non-Travel,Research & Development,9,Male,2,Single,9,9,5,4,0,3
No,36,Non-Travel,Research & Development,18,Male,4,Single,2,18,11,9,0,9
No,28,Travel_Rarely,Research & Development,2,Male,2,Married,0,6,5,3,0,4
No,34,Travel_Frequently,Research & Development,2,Male,3,Single,2,5,3,2,0,2
No,29,Travel_Frequently,Research & Development,10,Female,2,Divorced,0,8,7,5,1,1
No,42,Travel_Rarely,Research & Development,29,Male,4,Single,4,16,1,0,0,0
No,38,Travel_Rarely,Human Resources,1,Male,3,Married,1,7,7,6,5,0
No,28,Travel_Frequently,Research & Development,6,Male,3,Divorced,1,3,3,1,0,2
Yes,31,Travel_Frequently,Research & Development,15,Male,3,Married,1,2,2,2,2,2
No,37,Travel_Rarely,Research & Development,25,Female,4,Divorced,7,9,6,2,1,3
No,27,Travel_Rarely,Research & Development,6,Male,3,Married,1,4,4,2,2,2
No,34,Travel_Rarely,Sales,9,Female,3,Married,1,6,6,5,1,3
No,35,Travel_Rarely,Human Resources,8,Male,3,Single,1,6,5,4,1,4
No,40,Travel_Frequently,Research & Development,9,Female,3,Single,9,20,18,7,2,13
Yes,42,Travel_Frequently,Sales,12,Male,1,Single,0,22,21,9,13,14
No,42,Travel_Rarely,Sales,4,Male,1,Single,7,9,6,4,1,5
No,35,Travel_Rarely,Research & Development,1,Male,3,Married,6,10,8,0,1,7
Yes,28,Travel_Rarely,Research & Development,12,Female,4,Married,1,1,1,1,0,0
No,30,Travel_Rarely,Sales,10,Male,3,Married,1,10,10,3,1,4
No,40,Travel_Frequently,Research & Development,26,Female,4,Married,3,16,1,1,0,0
No,35,Travel_Rarely,Research & Development,2,Male,2,Divorced,2,15,7,7,6,4
Yes,43,Travel_Rarely,Sales,9,Female,3,Single,8,7,4,3,1,3
No,32,Non-Travel,Sales,2,Female,1,Divorced,1,1,1,0,0,0
No,56,Travel_Rarely,Research & Development,4,Female,1,Divorced,4,28,5,2,4,2
No,29,Travel_Rarely,Research & Development,6,Female,4,Married,1,10,10,8,0,8
No,19,Travel_Rarely,Research & Development,9,Male,1,Single,1,1,1,1,0,0
No,45,Travel_Rarely,Research & Development,7,Female,3,Married,4,7,3,2,0,2
No,37,Travel_Rarely,Research & Development,1,Female,4,Married,1,14,14,8,3,11
No,20,Travel_Rarely,Research & Development,3,Male,3,Single,1,2,2,2,1,2
Yes,44,Travel_Rarely,Research & Development,10,Male,3,Single,1,6,6,4,0,2
Yes,22,Travel_Frequently,Research & Development,3,Male,4,Married,0,1,0,0,0,0
No,46,Travel_Rarely,Sales,2,Female,1,Married,8,28,26,15,15,9
No,44,Non-Travel,Research & Development,17,Male,3,Single,2,6,0,0,0,0
No,33,Travel_Rarely,Human Resources,2,Male,3,Married,1,5,5,4,1,4
No,50,Travel_Frequently,Research & Development,2,Female,1,Married,2,32,2,2,2,2
No,28,Travel_Rarely,Research & Development,19,Male,1,Married,1,6,6,5,3,3
No,46,Travel_Rarely,Research & Development,15,Male,2,Married,5,25,4,2,0,3
No,35,Travel_Rarely,Sales,17,Male,1,Married,3,15,7,7,1,7
No,33,Travel_Frequently,Sales,25,Female,3,Married,1,10,10,7,0,1
No,36,Travel_Rarely,Research & Development,6,Male,3,Divorced,1,7,7,7,1,7
No,44,Travel_Rarely,Research & Development,29,Male,4,Single,1,20,20,11,13,17
No,20,Travel_Rarely,Sales,21,Male,4,Single,1,2,2,1,2,2
No,42,Non-Travel,Human Resources,2,Male,1,Married,7,10,4,3,0,3
No,60,Travel_Rarely,Sales,7,Male,4,Divorced,0,12,11,7,1,9
No,32,Travel_Frequently,Research & Development,13,Female,2,Married,1,2,2,2,2,2
No,32,Travel_Frequently,Research & Development,2,Female,3,Single,4,10,8,7,0,7
No,36,Travel_Rarely,Research & Development,1,Female,1,Divorced,2,17,7,7,7,7
No,33,Travel_Rarely,Research & Development,9,Male,4,Married,0,15,14,10,4,10
No,42,Travel_Frequently,Research & Development,26,Female,1,Married,3,20,1,0,0,0
No,35,Non-Travel,Sales,8,Female,4,Married,4,16,13,2,4,12
No,27,Travel_Rarely,Research & Development,14,Male,1,Married,1,9,9,7,6,8
No,29,Travel_Rarely,Research & Development,1,Female,4,Divorced,1,3,3,2,1,2
No,54,Travel_Rarely,Research & Development,3,Male,4,Married,3,36,10,9,0,9
No,31,Travel_Rarely,Research & Development,24,Female,1,Single,1,10,10,9,1,8
No,59,Travel_Rarely,Sales,3,Female,4,Single,5,13,6,1,0,5
No,43,Travel_Rarely,Research & Development,3,Male,4,Married,3,25,8,7,0,7
No,49,Travel_Rarely,Research & Development,4,Male,3,Married,2,23,1,0,0,0
No,36,Travel_Frequently,Research & Development,3,Male,2,Married,1,12,11,10,0,7
No,48,Travel_Rarely,Research & Development,2,Male,2,Single,5,7,1,0,0,0
No,27,Travel_Rarely,Research & Development,4,Male,3,Divorced,1,5,5,3,0,3
No,29,Travel_Rarely,Research & Development,7,Male,4,Divorced,1,6,6,0,1,0
No,48,Travel_Rarely,Research & Development,1,Male,4,Single,6,25,1,0,0,0
No,29,Travel_Rarely,Research & Development,1,Female,4,Divorced,3,9,7,7,1,7
No,34,Travel_Rarely,Research & Development,20,Female,3,Married,0,2,1,0,0,0
No,44,Travel_Rarely,Sales,5,Male,2,Married,7,26,22,9,3,10
No,33,Travel_Rarely,Sales,10,Male,3,Divorced,0,10,9,8,0,8
No,19,Travel_Rarely,Research & Development,25,Female,4,Single,1,1,1,0,0,1
No,23,Travel_Rarely,Research & Development,1,Male,3,Married,1,1,1,0,0,1
No,26,Travel_Rarely,Research & Development,4,Male,4,Single,1,8,8,5,2,2
Yes,45,Travel_Rarely,Sales,2,Female,2,Single,2,26,24,10,1,11
No,55,Non-Travel,Research & Development,8,Male,2,Divorced,1,34,33,9,15,0
Yes,21,Travel_Frequently,Research & Development,10,Female,3,Single,1,2,2,2,2,2
No,46,Travel_Rarely,Sales,4,Female,2,Married,2,26,11,4,0,8
No,34,Travel_Rarely,Sales,2,Female,1,Single,0,4,3,2,0,2
No,51,Travel_Frequently,Sales,9,Male,2,Divorced,4,31,29,10,11,10
No,43,Travel_Rarely,Sales,4,Female,4,Single,3,23,21,7,15,17
No,28,Travel_Frequently,Research & Development,2,Male,4,Married,1,2,2,2,2,2
No,51,Travel_Frequently,Research & Development,6,Female,3,Single,0,8,7,0,7,7
Yes,29,Travel_Rarely,Research & Development,7,Female,3,Divorced,3,10,7,7,7,7
No,28,Travel_Rarely,Research & Development,1,Male,1,Single,2,5,3,2,1,2
